codigo,bairro,ano,obitos_amarela,obitos_branca,obitos_indigena,obitos_parda,obitos_preta,obitos_nao_informado,nascidos_amarela,nascidos_branca,nascidos_indigena,nascidos_parda,nascidos_preta,nascidos_nao_informado,percentual_amarela,percentual_branca,percentual_indigena,percentual_parda,percentual_preta,percentual_nao_informado,obitos_total,nascidos_total,percentual_total,taxa_mortalidade_infantil_total
057,SAO FRANCISCO XAVIER,2025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,24.0,15.0,0.0,,0.0,,4.17,0.0,,1.0,55.0,1.82,18.2
001,SAUDE,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,21.0,6.0,0.0,,0.0,0.0,0.0,0.0,,0.0,36.0,0.0,0.0
142,SENADOR CAMARA,2025,0.0,3.0,0.0,5.0,0.0,0.0,7.0,240.0,0.0,529.0,212.0,7.0,0.0,1.25,,0.95,0.0,0.0,8.0,995.0,0.8,8.0
145,SENADOR VASCONCELOS,2025,0.0,2.0,0.0,5.0,1.0,0.0,2.0,78.0,0.0,161.0,55.0,2.0,0.0,2.56,,3.11,1.82,0.0,8.0,298.0,2.68,26.8
150,SEPETIBA,2025,0.0,1.0,0.0,5.0,3.0,0.0,3.0,193.0,0.0,397.0,148.0,12.0,0.0,0.52,,1.26,2.03,0.0,9.0,753.0,1.2,12.0
123,TANQUE,2025,0.0,2.0,0.0,2.0,1.0,0.0,2.0,98.0,0.0,220.0,57.0,1.0,0.0,2.04,,0.91,1.75,0.0,5.0,378.0,1.32,13.2
122,TAQUARA,2025,0.0,5.0,0.0,8.0,1.0,0.0,2.0,401.0,0.0,474.0,126.0,2.0,0.0,1.25,,1.69,0.79,0.0,14.0,1005.0,1.39,13.9
101,TAUA,2025,0.0,1.0,0.0,1.0,0.0,0.0,4.0,59.0,0.0,113.0,35.0,1.0,0.0,1.69,,0.88,0.0,0.0,2.0,212.0,0.94,9.4
033,TIJUCA,2025,0.0,3.0,0.0,2.0,1.0,2.0,6.0,541.0,3.0,252.0,133.0,6.0,0.0,0.55,0.0,0.79,0.75,33.33,8.0,941.0,0.85,8.5
064,TODOS OS SANTOS,2025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,34.0,12.0,2.0,,1.28,,0.0,0.0,0.0,1.0,126.0,0.79,7.9
056,TOMAS COELHO,2025,0.0,2.0,0.0,0.0,2.0,2.0,0.0,60.0,0.0,90.0,41.0,0.0,,3.33,,0.0,4.88,,6.0,191.0,3.14,31.4
085,TURIACU,2025,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,62.0,43.0,0.0,0.0,3.33,,0.0,0.0,,1.0,136.0,0.74,7.4
022,URCA,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,12.0,1.0,4.0,,0.0,,0.0,0.0,0.0,0.0,57.0,0.0,0.0
131,VARGEM GRANDE,2025,0.0,3.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,137.0,25.0,2.0,0.0,3.33,,0.0,0.0,0.0,3.0,255.0,1.18,11.8
130,VARGEM PEQUENA,2025,0.0,0.0,0.0,3.0,3.0,1.0,0.0,133.0,0.0,153.0,35.0,4.0,,0.0,,1.96,8.57,25.0,7.0,325.0,2.15,21.5
159,VASCO DA GAMA,2025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0,52.0,24.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,131.0,0.0,0.0
084,VAZ LOBO,2025,0.0,2.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,70.0,38.0,1.0,,6.67,,1.43,0.0,0.0,3.0,139.0,2.16,21.6
073,VICENTE DE CARVALHO,2025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,97.0,34.0,1.0,,1.75,,0.0,0.0,0.0,1.0,189.0,0.53,5.3
030,VIDIGAL,2025,0.0,1.0,1.0,0.0,0.0,0.0,1.0,38.0,1.0,75.0,26.0,4.0,0.0,2.63,100.0,0.0,0.0,0.0,2.0,145.0,1.38,13.8
048,VIGARIO GERAL,2025,0.0,0.0,0.0,3.0,1.0,0.0,3.0,87.0,0.0,173.0,90.0,1.0,0.0,0.0,,1.73,1.11,0.0,4.0,354.0,1.13,11.3
074,VILA DA PENHA,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,60.0,17.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0
036,VILA ISABEL,2025,0.0,2.0,0.0,3.0,0.0,0.0,4.0,209.0,0.0,128.0,97.0,5.0,0.0,0.96,,2.34,0.0,0.0,5.0,443.0,1.13,11.3
162,VILA KENNEDY,2025,0.0,0.0,0.0,4.0,0.0,0.0,0.0,37.0,1.0,109.0,46.0,1.0,,0.0,0.0,3.67,0.0,0.0,4.0,194.0,2.06,20.6
072,VILA KOSMOS,2025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,58.0,17.0,1.0,,3.03,,0.0,0.0,0.0,1.0,109.0,0.92,9.2
135,VILA MILITAR,2025,0.0,1.0,0.0,1.0,1.0,0.0,0.0,42.0,0.0,45.0,20.0,1.0,,2.38,,2.22,5.0,0.0,3.0,108.0,2.78,27.8
125,VILA VALQUEIRE,2025,0.0,0.0,0.0,1.0,0.0,1.0,1.0,124.0,1.0,102.0,44.0,1.0,0.0,0.0,0.0,0.98,0.0,100.0,2.0,273.0,0.73,7.3
075,VISTA ALEGRE,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,24.0,5.0,0.0,,0.0,,0.0,0.0,,0.0,50.0,0.0,0.0
092,ZUMBI,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,1.0,0.0,,0.0,,0.0,0.0,,0.0,20.0,0.0,0.0
